"alim_ssssgrp_code=A2&B2&""01""",alim_code,alim_nom_fr
060207,18003,"Café, moulu"
060207,18005,"Café, poudre soluble"
060207,18017,"Sirop à diluer, sucré"
060207,18059,"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%"""
060207,18069,"Café, décaféiné, poudre soluble"
060207,18076,"Thé, feuille"
060207,18100,"Cacao, non sucré, poudre soluble"
060207,18101,"Poudre cacaotée ou au chocolat pour boisson, sucrée"
060207,18102,"Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux"
060207,18150,"Chicorée et café, poudre soluble"
060207,18152,"Chicorée, poudre soluble"
060207,18160,"Café au lait ou cappuccino, poudre soluble"
060207,18163,"Café au lait ou cappuccino au chocolat, poudre soluble"
060207,18167,"Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux"
060207,18168,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines"
060207,18220,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés"
060301,1006,Vin doux
060301,5100,Pétillant de fruits
060301,5201,Vin blanc mousseux
060301,5207,Champagne
060301,5209,Vin blanc mousseux aromatisé
060301,5210,Vin (aliment moyen)
060301,5214,Vin rouge
060301,5215,Vin blanc (sec)
060301,5216,Vin rosé
060302,5000,Bière brune
060302,5001,"Bière ""coeur de marché"" (405° alcool)"
060302,5002,Bière forte (>8° alcool)
060302,5003,Cidre (aliment moyen)
060302,5006,Cidre brut
060302,5007,Cidre doux
060302,5008,Bière faiblement alcoolisée (3° alcool)
060302,5009,Bière blanche
060302,5010,"Bière ""spéciale"" (506° alcool)"
060302,5011,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)"
060302,5020,Cidre traditionnel
060302,5021,Cidre bouché demi0sec
060302,5022,Cidre aromatisé (framboise)
060302,5030,"Bière sans alcool (1,2° alcool)"
060303,1000,Pastis
060303,1001,Eau de vie
060303,1002,Gin
060303,1003,Liqueur
060303,1004,Rhum
060303,1005,Whisky
060303,1007,Apéritif à base de vin ou vermouth
060303,1008,Vodka
060303,1010,"Pastis, prêt à boire (1+ 5)"
060303,1011,Apéritif anisé sans alcool
060303,1014,Alcool pur
060303,1015,Marsala
060303,1016,Marsala aux oeufs
060303,1021,Crème de cassis
060303,1023,"Eau de vie de vin, type armagnac, cognac"
060303,1024,"Eau de vie, type calvados"
060303,1026,Saké ou Alcool de riz
060304,1012,Cocktail à base de rhum
060304,1013,Cocktail à base de whisky
060304,1017,Sangria
060304,1018,Kir (au vin blanc)
060304,1019,Kir royal (au champagne)
060304,1022,"Cocktail type punch, 16% alcool"
060304,2008,Cocktail sans alcool (à base de jus de fruits et de sirop)
060304,5004,Panaché (limonade et bière)
060304,5005,Panaché préemballé (1° alc.)
070101,11506,"Édulcorant à l'aspartame, en pastilles"
070101,11509,"Édulcorant à l'aspartame, en poudre"
070101,11510,Vermicelles multicolores
070101,31008,Miel
070101,31016,Sucre blanc
070101,31017,Sucre roux
070101,31034,Sirop d'érable
070101,31044,Sucre vanillé
070101,31046,Caramel liquide ou nappage caramel
070101,31064,Édulcorant à la saccharine
070101,31067,Mélasse de canne
070101,31076,Sucre allégé à l'aspartame
070101,31077,Fructose
070101,31087,Édulcorant à base d'extrait de stévia
070101,31089,Sirop d'agave
070201,31000,Barre chocolatée biscuitée
070201,31001,Barre chocolatée non biscuitée enrobée
070201,31002,"Barre à la noix de coco, enrobée de chocolat"
070201,31004,"Chocolat au lait, tablette"
070201,31005,"Chocolat noir à moins de 70% de cacao, à croquer, tablette"
070201,31009,"Chocolat au lait aux céréales croustillantes, tablette"
070201,31010,"Chocolat blanc, tablette"
070201,31012,Barres ou confiserie chocolatées au lait
070201,31018,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette"
070201,31020,"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette"
070201,31026,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette"
070201,31030,"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette"
070201,31032,Pâte à tartiner chocolat et noisette
070201,31041,Confiserie au chocolat dragéifiée
070201,31042,Cacahuètes enrobées de chocolat dragéifiées
070201,31063,Bouchée chocolat fourrage fruits à coques et/ou praliné
070201,31066,Rocher chocolat fourré praliné
070201,31069,"Chocolat noir aux fruits (orange, framboise, poire), tablette"
070201,31070,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette"
070201,31071,Barre chocolatée aux fruits secs
070201,31072,Chocolat noir fourrage confiseur à la menthe
070201,31073,Barre goûter frais au lait et chocolat
070201,31074,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette"
070201,31079,Chocolat au lait fourré
070201,31080,"Chocolat noir fourré praliné, tablette"
070201,31084,"Chocolat au lait fourré au praliné, tablette"
070201,31085,"Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
070201,31091,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit
070201,31098,Barre chocolat au lait avec nougat
070201,31099,Barre goûter frais au lait et chocolat avec génoise
070201,31120,"Chocolat, en tablette (aliment moyen)"
070301,31003,"Bonbons, tout type"
070301,31007,"Chewing0gum, sucré"
070301,31014,Pâte de fruits
070301,31021,Zeste d'orange confit
070301,31023,Marron glacé
070301,31027,Fruit confit
070301,31033,Nougat ou touron
070301,31036,Dragée amande
070301,31050,Guimauve ou marshmallow
070301,31054,"Chewing0gum, sans sucre"
070301,31059,Bonbon dur et sucette
070301,31060,Bonbon gélifié
070301,31081,"Bonbon au caramel, mou"
070301,31092,Calissons d'Aix en Provence
070301,31093,"Guimauve ou marshmallow, enrobé de chocolat"
070301,31094,Bonbon dur au caramel
070301,31121,"Chewing0gum, teneur en sucre inconnue (aliment moyen)"
070401,30999,"Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen)"
070401,31006,"Confiture ou Marmelade, tout type de fruits (aliment moyen)"
070401,31024,Confiture de fraise (extra ou classique)
070401,31037,Confiture d'abricot (extra ou classique)
070401,31038,Confiture de cerise (extra ou classique)
070401,31039,Marmelade d'orange
070401,31040,Confiture de lait
070401,31053,Confiture de prune (extra ou classique)
070401,31062,Confiture de framboise (extra ou classique)
070401,31068,Confiture de myrtilles (extra ou classique)
070401,31082,Préparation de fruits divers 
070401,31086,Gelée de fruits divers (extra ou classique)
070401,31095,Gelée de groseille (extra ou classique)
070401,31110,"Confiture, tout type de fruits, allégée en sucres (extra ou classique)"
070501,7225,Pain brioché ou viennois
070501,7600,Viennoiserie (aliment moyen)
070501,7602,"Croissant, sans précision"
070501,7615,"Croissant ordinaire, artisanal"
070501,7620,"Croissant au beurre, artisanal"
070501,7650,"Croissant aux amandes, artisanal"
070501,7710,"Pain au lait, artisanal"
070501,7711,Pain au lait
070501,7712,Pain au lait aux pépites de chocolat
070501,7720,Pain aux raisins (viennoiserie)
070501,7730,"Pain au chocolat feuilleté, artisanal"
070501,7733,Pain au chocolat
070501,7735,Brioche (ou briochettes) aux pépites de chocolat
070501,7737,Brioche fourrée au chocolat
070501,7738,Brioche fourrée aux fruits
070501,7739,"Brioche fourrée crème pâtissière (type ""chinois"")"
070501,7740,Brioche
070501,7741,"Brioche, sans précision"
070501,7742,"Brioche, de boulangerie traditionnelle"
070501,7744,Couronne de Noël (Brioche) aux fruits confits
070501,7745,Brioche pur beurre
070501,23467,Chouquette
070501,23480,Chausson aux pommes
070601,7412,"Tartine craquante, extrudée et grillée, fourrée au chocolat"
070601,7413,"Tartine craquante, extrudée et grillée, fourrée aux fruits"
070601,23027,Macaron sec
070601,24000,"Biscuit sec, sans précision"
070601,24001,Biscuit sec nature
070601,24002,Biscuit sec à teneur garantie en vitamines
070601,24003,Biscuit sec à teneur garantie en vitamines et minéraux
070601,24004,"Biscuit sec aux fruits, hyposodé"
070601,24005,"Biscuit sec aux fruits hyposodé, sans sucres ajoutés"
070601,24007,"Biscuit sec croquant au chocolat, allégé en matière grasse"
070601,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse"
070601,24009,Spéculoos
070601,24010,"Biscuit sec, avec matière grasse végétale"
070601,24011,"Biscuit sec, petits fours en assortiment"
070601,24015,Biscuit sec petit beurre
070601,24016,Biscuit sec avec tablette de chocolat
070601,24017,Biscuit sec petit beurre au chocolat
070601,24030,Biscuit sec au lait
070601,24031,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse"
070601,24034,Biscuit sec pour petit déjeuner
070601,24035,"Biscuit sec pour petit déjeuner, allégé en sucres"
070601,24036,Biscuit sec chocolaté
070601,24037,Biscuit sec fourré à la pâte ou purée de fruits
070601,24038,Biscuit sec avec nappage chocolat
070601,24039,"Barre biscuitée fourrée aux fruits, allégée en matière grasse"
070601,24040,"Biscuit sec pour petit déjeuner, au chocolat"
070601,24041,"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux"
070601,24049,"Biscuit sec au beurre, sablé, galette ou palet"
070601,24050,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat"
070601,24051,"Biscuit sec chocolaté, type barquette"
070601,24052,"Biscuit sec chocolaté, type tartelette"
070601,24053,"Biscuit sec chocolaté, type galette"
070601,24054,"Biscuit sec, sablé, galette ou palet, aux fruits"
070601,24055,Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)
070601,24056,Florentin (biscuit sec sucré chocolaté aux amandes)
070601,24060,Biscuit pâtissier meringué
070601,24070,Sablé à la noix de coco
070601,24071,"Sablé pâtissier, artisanal"
070601,24072,"Sablé aux fruits (pomme, fruits rouges, etc.)"
070601,24080,"Sablé au cacao ou chocolat, au praliné ou autre"
070601,24225,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille"
070601,24231,"Goûter sec fourré (""sandwiché"") parfum chocolat"
070601,24240,"Goûter sec fourré (""sandwiché"") parfum fruits"
070601,24300,Gaufrette ou éventail sans fourrage
070601,24311,Gaufrette fourrée chocolat
070601,24312,"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non"
070601,24313,"Gaufrette, fourrée vanille"
070601,24320,"Gaufrette fourrée, aux fruits"
070601,24360,Cigarette
070601,24370,Crêpe dentelle
070601,24371,Crêpe dentelle au chocolat
070601,24430,Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir
070601,24441,Biscuit sec type langue de chat ou cigarette russe
070601,24520,Meringue
070601,24615,"Biscuit sec ou tuile, aux amandes"
070601,24616,"Biscuit sec type tuile, aux fruits"
070601,24659,"Biscuit sec feuilleté, type palmier ou autres"
070601,24660,"Palmier, artisanal"
070601,24678,"Biscuit sec (génoise) nappage aux fruits, type barquette"
070601,24679,"Biscuit sec nappé aux fruits, tartelette"
070601,24680,Biscuit moelleux fourré à l'orange et enrobé de sucre glace
070601,24684,Cookie aux pépites de chocolat
070601,24685,"Cône ou cornet classique, pour glace"
070601,24686,Génoise sèche fourrée aux fruits et nappée de chocolat
070601,24690,Biscuit sec pauvre en glucides
070701,32000,"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux"
070701,32001,"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux"
070701,32002,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits"
070701,32003,Céréales pour petit déjeuner (aliment moyen)
070701,32004,Muesli (aliment moyen)
070701,32005,"Pétales de maïs natures, enrichis en vitamines et minéraux"
070701,32006,"Riz soufflé nature, enrichi en vitamines et minéraux"
070701,32008,"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux"
070701,32009,"Pétales de blé chocolatés, enrichis en vitamines et minéraux"
070701,32011,Pétales de blé chocolatés (non enrichis en vitamines et minéraux)
070701,32012,Riz soufflé chocolaté (non enrichi en vitamines et minéraux)
070701,32013,"Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)"
070701,32014,Pétales de maïs natures (non enrichis en vitamines et minéraux)
070701,32016,Céréales pour petit déjeuner fourrées au chocolat ou chocolat0noisettes
070701,32017,Céréales pour petit déjeuner fourrées au chocolat ou chocolat0noisettes
070701,32018,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat"
070701,32021,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux"
070701,32022,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux"
070701,32023,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux"
070701,32025,"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque)"
070701,32028,"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)"
070701,32029,"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)"
070701,32030,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)"
070701,32031,"Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen)"
070701,32032,"Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen)"
070701,32107,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux)
070701,32108,"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)"
070701,32109,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux)
070701,32110,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux"
070701,32111,"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux"
070701,32112,"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux"
070701,32113,"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés"
070701,32115,"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux"
070701,32116,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux"
070701,32121,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux"
070701,32123,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux"
070701,32128,Muesli floconneux ou de type traditionnel
070701,32129,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux)
070701,32130,Blé khorasan complet soufflé
070701,32131,"Riz soufflé chocolaté, enrichi en vitamines et minéraux"
070701,32133,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux"
070701,32134,"Céréales complètes soufflées, enrichies en vitamines et minéraux"
070701,32135,"Multi0céréales soufflées ou extrudées, enrichies en vitamines et minéraux"
070701,32136,"Muesli croustillant, au quinoa"
070701,32138,Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux)
070701,32139,Muesli enrichi en vitamines et minéraux (aliment moyen)
070701,32140,Flocon d'avoine précuit
070701,32141,Muesli non enrichi en vitamines et minéraux (aliment moyen)
070801,31100,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux"
070801,31101,"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux"
070801,31102,"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux"
070801,31104,Barre céréalière diététique hypocalorique
070801,31106,Barre céréalière chocolatée
070801,31113,Barre céréalière aux fruits
070801,31114,Barre céréalière aux amandes ou noisettes
070801,31115,Barre céréalière chocolatée aux fruits
070901,19688,Baba au rhum
070901,23000,Gâteau (aliment moyen)
070901,23005,Gâteau Paris0Brest (pâte à choux crème mousseline praliné)
070901,23006,Gâteau au chocolat type forêt noire
070901,23007,"Gâteau mousse de fruits sur génoise, type miroir, bavarois"
070901,23008,Entremets type Opéra
070901,23009,Fraisier ou framboisier
070901,23021,Baba au rhum
070901,23022,Canelé
070901,23024,Macaron moelleux fourré à la confiture ou à la crème
070901,23030,Bûche de Noël pâtissière
070901,23032,Brownie au chocolat
070901,23033,Rocher coco ou Congolais (petit gâteau à la noix de coco)
070901,23050,Biscuit de Savoie
070901,23080,"Quatre0quarts, fabrication artisanale"
070901,23081,Quatre0quarts
070901,23082,Barre pâtissière
070901,23103,"Gâteau au citron, tout type"
070901,23121,Far aux pruneaux
070901,23122,Kouign Amann
070901,23200,Pain d'épices
070901,23220,Pain d'épices fourré ou nonette
070901,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop)
070901,23301,Corne de gazelle (pâtisserie orientale aux amandes et sirop)
070901,23455,Chou à la crème (chantilly ou pâtissière)
070901,23456,"Chou à la crème chantilly, Saint0honoré"
070901,23457,Chou à la crème pâtissière
070901,23477,Éclair
070901,23479,Tarte aux fruits et crème pâtissière
070901,23481,"Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados)"
070901,23485,Tarte au citron
070901,23490,Tarte ou tartelette aux pommes
070901,23491,Tarte aux fraises
070901,23493,Crumble aux pommes
070901,23494,Tarte aux abricots
070901,23495,Tarte aux fruits rouges
070901,23496,Tarte Tatin aux pommes
070901,23497,"Tarte au chocolat, fabrication artisanale"
070901,23499,Tarte ou tartelette aux fruits
070901,23525,Flan pâtissier aux oeufs ou à la parisienne
070901,23531,Charlotte aux fruits
070901,23585,Gâteau au chocolat
070901,23586,Gâteau moelleux au chocolat
070901,23588,Gâteau au yaourt
070901,23589,Gâteau au fromage blanc
070901,23594,Gâteau moelleux nature type génoise
070901,23680,Galette des rois feuilletée
070901,23684,"Galette des rois feuilletée, fourrée frangipane, et Pithiviers"
070901,23799,"Crêpe, nature, rayon frais"
070901,23800,"Crêpe, nature, rayon température ambiante"
070901,23801,"Galette de sarrasin, nature"
070901,23802,"Gâteau basque, crème pâtissière"
070901,23803,"Gâteau basque, cerises"
070901,23815,Crêpe fourrée au sucre
070901,23820,"Crêpe fourrée à la confiture, maison"
070901,23821,"Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison"
070901,23829,Crêpe fourrée chocolat
070901,23830,Crêpe fourrée fraise
070901,23849,Gaufre fine fourrée au miel
070901,23850,"Gaufre bruxelloise ou liégeoise, préparation artisanale"
070901,23851,"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée"
070901,23852,"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée"
070901,23853,"Gaufre croustillante (fine ou sèche), nature ou sucrée"
070901,23854,"Gaufre croustillante (fine ou sèche), chocolatée"
070901,23880,"Beignet rond moelleux, sans fourrage, saupoudré de sucre"
070901,23881,Beignet à la confiture
070901,23884,Beignet fourré aux fruits
070901,23885,Beignet fourré goût chocolat
070901,23900,Pâtisserie (aliment moyen)
070901,23909,Cake aux fruits
070901,23925,"Gâteau marbré, prémballé"
070901,23930,Gâteau sablé aux fruits
070901,23937,"Gâteau moelleux aux fruits, prémballé"
070901,23938,"Gâteau moelleux aux fruits à coque, prémballé"
070901,23939,"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé"
070901,23940,"Génoise fourrée et nappée au chocolat, prémballé"
070901,23941,"Gâteau moelleux fourré aux fruits type mini0roulé ou mini0cake fourré, prémballé"
070901,23950,"Muffin, aux myrtilles ou au chocolat"
070901,24630,"Madeleine, pur beurre"
070901,24631,Madeleine au chocolat
070901,24632,Madeleine ordinaire
070901,24663,Tarte aux poires amandine
070901,24664,Gâteau aux amandes type financier
070901,24665,Gâteau aux amandes
070901,24666,Mille0feuille
000001,39500,"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)"
080101,31035,Barre glacée chocolatée
080101,39503,"Glace ou crème glacée, bâtonnet, enrobé de chocolat"
080101,39509,"Glace ou crème glacée, cône (taille standard)"
080101,39515,"Glace ou crème glacée, en bac"
080101,39517,Glace au yaourt
080101,39520,"Glace ou crème glacée, gourmande, en bac"
080101,39521,"Glace ou crème glacée, gourmande, en pot"
080101,39522,"Glace ou crème glacée, mini cône"
080101,39523,"Glace ou crème glacée, pot individuel"
080101,39527,"Glace ou crème glacée, bac ou pot (aliment moyen)"
080101,39531,"Glace ou crème glacée, petit pot enfant"
080201,31013,"Sorbet, bâtonnet"
080201,39524,"Sorbet, en bac"
080201,39525,"Sorbet, pot individuel"
080201,39526,Glace à l'eau
080201,39528,"Sorbet, cône"
080301,23472,Profiterole avec glace vanille et sauce chocolat
080301,39401,Pêche melba
080301,39502,Dessert glacé type mystère ou vacherin
080301,39512,"Dessert glacé, type sundae"
080301,39516,"Dessert glacé feuilleté, à partager"
080301,39518,Omelette norvégienne
080301,39519,Poire belle Hélène
080301,39529,Nougat glacé
080301,39530,Citron givré ou Orange givrée (sorbet)
080301,39532,Coupe glacée type café ou chocolat liégeois
080301,39533,Bûche glacée
080301,39534,Coupe glacée parfum pêche Melba ou poire Belle0Hélène
090101,16400,"Beurre à 82% MG, doux"
090101,16401,Huile de beurre ou Beurre concentré
090101,16402,"Beurre à 80% MG, demi0sel"
090101,16403,"Beurre à 80% MG, salé"
090101,16404,"Beurre à 82% MG, doux, tendre"
090101,16410,"Beurre à 60062% MG, à teneur réduite en matière grasse, doux"
090101,16411,"Beurre à 60062% MG, à teneur réduite en matière grasse, demi0sel"
090101,16412,"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)"
090101,16413,"Beurre à teneur en matière grasse inconnue (allégé ou non), demi0sel (aliment moyen)"
090101,16414,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)"
090101,16415,"Beurre à 39041% MG, léger, doux"
090101,16712,"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux"
090101,16713,"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux"
090201,16030,Huile ou beurre de cacao
090201,16040,"Huile ou graisse de coco (coprah), sans précision"
090201,16060,"Huile ou graisse de coco (coprah), raffinée"
090201,16080,Matière grasse ou graisse végétale solide (type margarine) pour friture
090201,16110,Huile ou beurre de karité
090201,16128,"Huile pour friture, sans précision"
090201,16129,"Huile de palme, sans précision"
090201,16150,Huile de palme raffinée
090201,16200,"Huile ou graisse de palmiste, sans précision"
090201,17001,Huile végétale (aliment moyen)
090201,17020,Huile d'amandes d'abricot
090201,17030,Huile d'amande
090201,17040,Huile d'arachide
090201,17100,Huile d'avocat
090201,17110,Huile de germe de blé
090201,17126,Huile de carthame
090201,17130,Huile de colza
090201,17170,Huile de coton
090201,17180,Huile de lin
090201,17190,Huile de maïs
090201,17210,Huile de noisette
090201,17220,Huile de noix
090201,17270,Huile d'olive vierge extra
090201,17325,Huile de pavot
090201,17350,Huile de pépins de raisin
090201,17390,Huile de son de riz
090201,17400,Huile de sésame
090201,17420,Huile de soja
090201,17440,Huile de tournesol
090201,17700,Huile combinée (mélange d'huiles)
090201,17701,"Huile combinée, mélange d'huile d'olive et de graines"
090201,17900,Huile d'argan ou d'argane
090301,16614,"Matière grasse végétale (type margarine) à 80% MG, salée"
090301,16615,"Matière grasse végétale ou margarine, 80% MG, doux"
090301,16616,"Matière grasse végétale (type margarine) à 70% MG, doux"
090301,16654,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux"
090301,16719,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)"
090301,16725,Matière grasse végétale (type margarine)
090301,16733,"Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, doux"
090301,16734,"Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, demi0sel"
090301,16736,"Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, doux, riche en oméga 3"
090301,16737,"Matière grasse végétale (type margarine) à 50063% MG, allégée, doux, riche en oméga 3"
090301,16738,"Matière grasse végétale (type margarine) à 50063% MG, allégée, demi0sel"
090301,16739,"Matière grasse végétale (type margarine) à 50063% MG, allégée, doux, aux esters de stérol végétal"
090301,16740,"Matière grasse végétale (type margarine) à 50063% MG, allégée, demi0sel, riche en oméga 3"
090301,16741,"Matière grasse végétale (type margarine) à 50063% MG, allégée, doux"
090301,16742,"Matière grasse végétale (type margarine) à 30040% MG, légère, demi0sel, aux esters de stérol végétal"
090301,16743,Matière grasse mélangée (végétale et laitière) à 50063% MG
090301,16744,"Matière grasse mélangée (végétale et laitière) à 50063% MG, demi0sel"
090301,16745,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30040% MG"
090301,16746,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30040% MG, demi0sel"
090401,17630,Huile de foie de morue
090401,17640,Huile de sardine
090401,17645,Huile de saumon
090401,17650,Huile de hareng
090501,16520,Saindoux
090501,16530,"Lard gras, cru"
090501,16540,Graisse de poulet
090501,16550,Graisse de canard
090501,16560,Graisse d'oie
090501,16570,Graisse de dinde
090501,17999,Huile de paraffine
100100,11184,Sauce (aliment moyen)
100101,11008,Ketchup
100101,11051,Sauce tartare
100101,11054,Mayonnaise (70% MG min.)
100101,11073,Ketchup allégé en sucres
100101,11079,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée
100101,11100,Sauce barbecue
100101,11104,Sauce soja
100101,11108,Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile)
100101,11109,Sauce vinaigrette allégée en MG (25 à 50% d'huile)
100101,11110,Sauce vinaigrette (50 à 75% d'huile)
100101,11112,Harissa (sauce condimentaire)
100101,11120,Sauce bourguignonne
100101,11157,Sauce moutarde
100101,11166,Sauce au yaourt
100101,11167,Sauce américaine
100101,11168,Sauce aïoli
100101,11187,Sauce crudités ou Sauce salade
100101,11194,Sauce Nuoc Mâm ou Sauce au poisson
100101,11196,Sauce burger
100101,11198,"Sauce crudités ou Sauce salade, allégée en matière grasse"
100101,11203,Sauce kebab
100101,11205,Sauce rouille
100101,11212,"Sauce au poivre, condimentaire, froide"
100101,11213,Sauce froide (aliment moyen)
100101,11215,Caviar de tomates
100101,11216,Sauce soja sucrée
100101,11217,Sauce pour nems à base de nuoc0mam dilué
100101,11219,Sauce végétale type bolognaise
100101,11301,Sauce teriyaki
100101,19863,"Tzatziki, à base yaourt"
100101,19864,"Tzatziki, à base fromage frais"
100101,25620,Guacamole
100101,25621,Houmous
100101,25624,Caviar d'aubergine
100102,11101,Sauce béchamel
100102,11102,Sauce béarnaise
100102,11105,Sauce hollandaise
100102,11107,Sauce tomate aux oignons
100102,11111,Sauce armoricaine
100102,11114,Sauce tomate à la viande ou Sauce bolognaise
100102,11115,Sauce au poivre vert
100102,11121,Sauce madère
100102,11122,Sauce à l'échalote à la crème
100102,11128,Sauce carbonara
100102,11129,Sauce chasseur
100102,11132,Sauce au curry
100102,11140,Sauce au beurre blanc
100102,11143,"Sauce béchamel, maison"
100102,11158,Sauce au beurre
100102,11159,Sauce à la crème
100102,11160,Sauce aux champignons
100102,11161,Sauce à la crème aux épices
100102,11162,Sauce à la crème aux herbes
100102,11163,Sauce aigre douce
100102,11164,Sauce au vin rouge
100102,11170,Sauce basquaise ou Sauce aux poivrons
100102,11177,Sauce tomate aux champignons
100102,11178,Sauce tomate aux olives
100102,11179,Sauce pesto
100102,11182,"Sauce au poivre, chaude"
100102,11189,Sauce au fromage pour risotto ou pâtes
100102,11191,Sauce au roquefort
100102,11192,Sauce aux champignons et à la crème
100102,11199,Sauce grand veneur
100102,11202,Sauce indienne type tandoori ou tikka masala
100102,11207,Sauce tomate aux petits légumes
100102,11208,Sauce tomate au fromage
100102,11210,Sauce pesto rosso
100102,11218,Sauce chaude (aliment moyen)
100102,11302,Sauce à l'oseille
100102,25600,Céleri rémoulade
100102,51502,"Meloukhia, sauce, artisanale"
100103,11300,Sauce au chocolat
100103,39700,Crème anglaise
100201,11004,"Cornichon, au vinaigre"
100201,11013,Moutarde
100201,11018,Vinaigre
100201,11021,Moutarde à l'ancienne
100201,11040,"Câpres, au vinaigre"
100201,11043,Tapenade
100201,11055,Oignon au vinaigre
100201,11090,Vinaigre de cidre
100201,11091,Vinaigre balsamique
100201,11097,"Cornichon, aigre0doux"
100201,11220,Vinaigre de vin rouge
