"alim_ssssgrp_code=A2&B2&""01""",alim_code,alim_nom_fr
000001,24999,Dessert (aliment moyen)
010101,25601,"Salade de thon et légumes, appertisée"
010101,25602,"Salade composée avec viande ou poisson, appertisée"
010101,25605,"Champignons à la grecque, appertisés"
010101,25606,"Salade de pommes de terre, fait maison"
010101,25608,Taboulé ou Salade de couscous
010101,25609,Salade de pomme de terre à la piémontaise
010101,25614,"Salade de riz, appertisée"
010101,25615,"Salade de pâtes, végétarienne"
010101,25616,"Crudité, sans assaisonnement (aliment moyen)"
010101,25619,"Salade de pâtes aux légumes, avec poisson ou viande"
010101,25626,"Macédoine de légumes en salade, avec sauce"
010101,25628,"Salade César au poulet (salade verte, fromage, croûtons, sauce)"
010101,25629,Salade végétale à base de boulgour et/ou quinoa et légumes
010101,26257,"Carottes râpées, avec sauces"
010101,26258,"Salade de betterave, avec sauce"
010101,26259,"Salade de chou ou Coleslaw, avec sauce"
010101,26260,Salade de concombre à la crème/fromage blanc
010101,26261,Salade de lentilles et saucisse fumée
010101,26262,"Salade grecque, avec sauce"
010101,26263,"Salade de riz à la niçoise, avec sauce"
010101,26269,Taboulé ou Salade de couscous au poulet
010201,25900,Soupe aux lentilles
010201,25901,Soupe à la volaille et aux légumes
010201,25903,Soupe aux légumes variés
010201,25904,Soupe de poissons et / ou crustacés
010201,25905,Soupe aux légumes variés
010201,25907,Soupe aux poireaux et pommes de terre
010201,25908,Soupe à la volaille et aux vermicelles
010201,25909,"Bouillon de viande et légumes type pot0au0feu, prêt à consommer"
010201,25910,Soupe à l'oignon
010201,25912,Soupe aux champignons
010201,25913,Soupe à la carotte
010201,25914,Soupe à la tomate
010201,25915,"Soupe chorba frik, à base de viande et de frik"
010201,25916,Soupe minestrone
010201,25917,Soupe au pistou
010201,25919,Soupe de poissons et / ou crustacés
010201,25923,"Soupe asiatique, avec pâtes"
010201,25924,Soupe marocaine
010201,25925,Soupe aux poireaux et pommes de terre
010201,25928,Soupe à la volaille et aux légumes
010201,25930,Bouillon de boeuf
010201,25932,Soupe aux asperges
010201,25933,Soupe à la tomate et aux vermicelles
010201,25934,Soupe aux céréales et aux légumes
010201,25935,Soupe à la tomate
010201,25936,Soupe aux champignons
010201,25942,Soupe à l'oignon
010201,25945,Soupe au potiron
010201,25947,Bouillon de volaille
010201,25948,Bouillon de légumes
010201,25949,Soupe à la tomate et aux vermicelles
010201,25950,Soupe à la volaille et aux vermicelles
010201,25953,Soupe au pistou
010201,25954,Soupe au potiron
010201,25955,"Soupe asiatique, avec pâtes"
010201,25956,Soupe minestrone
010201,25957,Soupe au cresson
010201,25958,Soupe au cresson
010201,25962,Soupe aux légumes avec fromage
010201,25963,Soupe aux légumes verts
010201,25964,Soupe aux légumes verts
010201,25965,Soupe aux pois cassés
010201,25967,Soupe froide type Gaspacho ou Gazpacho
010201,25968,Soupe aux asperges
010201,25969,Soupe (aliment moyen)
010201,25972,Soupe miso
010301,8601,Tripes à la mode de Caen
010301,8602,Tripes à la mode de Caens
010301,8612,Tripes à la tomate ou à la provençale
010301,25001,Blanquette de veau
010301,25033,Boeuf bourguignon
010301,25035,Sauté d'agneau au curry
010301,25058,"Canard en sauce (poivre vert, chasseur, etc.)"
010301,25063,Lapin à la moutarde
010301,25121,Coq au vin
010301,25125,Paupiette de veau
010301,25126,Paupiette de volaille
010301,25172,Viande en sauce (aliment moyen)
010301,25174,Poulet au curry et au lait de coco
010301,25175,"Meloukhia, plat à base de boeuf et corete, fait maison"
010301,25200,Palette à la diable
010301,25201,Langue de boeuf sauce madère
010301,25207,Porc au caramel
010301,25211,"Boulettes au boeuf, à la sauce tomates"
010301,25213,"Paupiette de veau,  cuite au four"
010301,25538,"Carpaccio de boeuf, avec marinade"
010301,25565,Yakitori (brochettes japonaises grillées en sauce)
010301,25585,"Brochette de boeuf, cuite"
010301,25586,"Brochette de volaille, cuite"
010302,25009,Hachis parmentier à la viande
010302,25029,Couscous au mouton
010302,25043,"Couscous à la viande ou au poulet, allégé"
010302,25057,"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts"
010302,25127,Couscous royal (avec plusieurs viandes)
010302,25138,Couscous au poulet
010302,25152,Couscous à la viande
010302,25195,Parmentier de canard
010302,25587,"Parmentier de canard, cuit"
010303,25002,"Cassoulet, appertisé"
010303,25003,Choucroute garnie
010303,25010,Petit salé ou saucisse aux lentilles
010303,25013,Pot0au0feu
010303,25065,Boeuf aux carottes
010303,25071,Potée auvergnate (chou et porc)
010303,25098,"Cassoulet au porc, appertisé"
010303,25099,"Cassoulet au canard ou oie, appertisé"
010303,25103,Tomate farcie
010303,25106,Chou farci
010303,25111,Chili con carne
010303,25123,Moussaka
010303,25124,Navarin d'agneau aux légumes
010303,25159,Tajine de mouton
010303,25164,Osso buco
010303,25190,Poulet basquaise
010303,25204,Tajine de poulet
010303,25205,Chop suey (porc ou poulet)
010303,25511,Légumes farcis (sauf tomate)
010304,10082,Moules marinières (oignons et vin blanc)
010304,10083,"Moules farcies (matière grasse, persillade…)s, crues"
010304,25037,"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru"
010304,25038,"Gratin ou cassolette de poisson et / ou fruits de mer, cuit"
010304,25077,Saumon à l'oseille
010304,25086,Poisson blanc à la bordelaise
010304,25128,Poisson blanc à la provençale ou niçoise (sauce tomate)
010304,25140,Poisson blanc à la florentine (sauce aux épinards)
010304,25141,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules)"
010304,25142,Poisson blanc à la sauce moutarde
010304,25143,Poisson blanc à la parisienne (sauce aux champignons)
010304,25145,Poisson blanc à l'estragon
010304,25146,Poisson blanc sauce oseille
010304,25210,Saumon farci
010304,25539,Brochette de poisson
010304,25540,Brochette de crevettes
010304,26054,"Poisson en sauce, surgelé"
010304,26140,Poisson cuit (aliment moyen)
010304,26249,"Poisson blanc, cuit (aliment moyen)"
010304,26250,"Poisson blanc, de mer, cuit (aliment moyen)"
010305,25031,Paëlla
010305,25107,Couscous au poisson
010305,25154,Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson
010305,25456,Sushi ou Maki aux produits de la mer
010306,8296,Terrine ou mousse de légumes
010306,8297,Flan de légumes
010306,20194,"Haricots blancs à la sauce tomate, appertisés"
010306,20240,Piperade basquaise
010306,20262,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue"
010306,20273,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue"
010306,20274,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue"
010306,20498,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée"
010306,25018,Ratatouille cuisinée
010306,25026,Épinards à la crèmes
010306,25052,Gratin d'aubergine
010306,25056,Gratin dauphinois
010306,25073,Endive au jambon
010306,25101,Gratin de chou0fleur
010306,25162,Gratin de légumes
010306,25196,"Riste d'aubergines (aubergines, tomates, oignons)"
010306,25199,"Palet ou galette de légumes, préfrit, surgelé"
010306,25208,"Palet ou galette de légumes, préfrit, surgelé, cuit"
010306,25220,"Choucroute, sans garniture, égouttée, cuite"
010306,25524,"Tomate à la provençale, fait maison"
010306,25556,Beignet de légumes
010306,25571,"Falafel ou Boulette de pois0chiche et/ou fève, frite"
010306,25588,"Gratin de légumes en sauce blanche type béchamel, cuit"
010306,25590,Falafel ou Boulette de pois0chiche et/ou fève
010307,9082,"Blé dur précuit cuisiné, en sachet micro0ondable"
010307,9083,"Blé dur précuit, grains entiers, cuisiné, à poêler"
010307,25019,"Ravioli à la viande, sauce tomate, appertisé"
010307,25081,Lasagnes ou cannelloni à la viande (bolognaise)
010307,25085,"Pâtes à la bolognaise (spaghetti, tagliatelles…)"
010307,25088,Riz cantonais
010307,25110,"Ravioli chinois à la vapeur à la crevette, cuit"
010307,25122,Gratin de pâtes
010307,25131,"Lasagnes ou cannellonis aux légumess, cuits"
010307,25135,"Pâtes à la carbonara (spaghetti, tagliatelles…)"
010307,25139,Lasagnes ou cannellonis au poissons
010307,25149,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites"
010307,25150,Couscous de légumes
010307,25155,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumess, cuites"
010307,25157,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise)s, crues"
010307,25158,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise)s, cuites"
010307,25181,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromages, crues"
010307,25182,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumess, crues"
010307,25183,Nouilles sautées/poêlées aux crevettes
010307,25184,"Riz blanc, avec poulet, cuit"
010307,25185,"Riz blanc, avec légumes et viande, cuit"
010307,25187,"Risotto, aux légumes"
010307,25188,"Risotto, aux fruits de mer"
010307,25189,"Risotto, aux fromages"
010307,25192,"Raviolis aux légumes, sauce tomate, appertisés"
010307,25193,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumess, cuites"
010307,25198,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…)s"
010307,25203,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumess, crues"
010307,25216,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)"
010307,25217,"Feuille de vigne farcie au riz ou dolmas, égouttée"
010307,25218,"Lasagnes ou cannellonis aux légumess, cuits"
010307,25219,"Lasagnes ou cannellonis aux légumes et au fromage de chèvres, cuits"
010307,25635,Lasagnes ou cannellonis au fromage et aux épinardss
010308,4041,Aligot (purée de pomme de terre à la tomme fraîche)
010308,19437,Fromage de chèvre pané à dorer
010308,25020,Soufflé au fromage
010308,25137,Tartiflette
010308,25437,Gougère
010308,25509,Préparation à base de fromage(s) pour fondue savoyarde
010308,25546,Fromage pané au jambon
010309,20914,Escalope végétale ou steak à base de soja
010309,20917,Tempeh
010309,25225,Nuggets de blé (sans soja)
010309,25226,Nuggets soja et blé (ne convient pas aux véganes ou végétaliens)
010309,25227,Nuggets soja et blé (convient aux véganes ou végétaliens)
010309,25228,Pané soja et blé (ne convient pas aux véganes ou végétaliens)
010309,25229,Bâtonnet pané soja et blé (convient aux véganes ou végétaliens)
010309,25230,"Escalope panée, soja, blé et fromage, type cordon bleu"
010309,25231,"Raviolis au tofu, à la sauce tomates"
010309,25233,Galette de céréales au fromage (sans soja)
010309,25234,Galette de céréales aux légumes (sans soja)
010309,25589,Boulette végétale au soja et/ou blé
010309,25591,"Galette ou pavé aux lentilles, soja et légumes"
010309,25592,Galette ou pavé au blé (seitan) et légumes
010309,25593,Galette ou pavé au blé et soja (convient aux véganes ou végétaliens)
010309,25594,Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens)
010309,25595,Galette ou pavé au soja et fromage
010309,25596,Galette ou pavé au soja et légumes
010309,25597,"Galette ou pavé au soja, fromage et légumes"
010309,30181,Haché végétal à base de soja
010401,25404,Pizza au fromage ou Pizza margherita
010401,25405,Quiche lorraine
010401,25409,Crêpe ou Galette fourrée béchamel jambon
010401,25410,Crêpe ou Galette fourrée béchamel jambon fromage
010401,25411,Crêpe ou Galette fourrée béchamel champignon
010401,25417,Tarte aux légumes
010401,25435,Pizza jambon fromage
010401,25444,Tarte au fromage
010401,25454,Tarte à la provençale
010401,25457,"Pizza à la viande, type bolognaise"
010401,25459,Burritos
010401,25460,Fajitas
010401,25462,Pizza au chorizo ou salami
010401,25463,Pizza aux fruits de mer
010401,25464,Pizza au saumon
010401,25468,Pizza au chèvre et lardons
010401,25472,Pizza aux légumes ou Pizza 4 saisons
010401,25477,Pizza champignons fromage
010401,25478,Pizza 4 fromages
010401,25516,Pizza (aliment moyen)
010401,25528,Pissaladière
010401,25529,Tarte à l'oignon
010401,25548,"Pizza jambon fromage champignons ou pizza royale, reine ou regina"
010401,25549,Crêpe ou Galette fourrée béchamel fromage
010401,25550,Flammenkueche ou Tarte flambée aux lardons
010401,25552,Crêpe ou Galette fourrée béchamel jambon fromage champignon
010401,25553,Tarte ou Tourte aux poireaux
010401,25555,Tarte au saumon
010401,25560,Tourte au riesling
010401,25561,Tarte à la tomate
010401,25562,"Crêpe ou Galette complète (oeuf, jambon, fromage)"
010401,25564,Tarte aux noix de Saint0Jacques
010401,25568,Pastilla au poulet
010401,25570,"Pizza aux lardons, oignons et fromage"
010401,25572,Crêpe ou Galette aux noix de St Jacques
010401,25573,Tarte ou quiche salée (aliment moyen)
010401,25581,"Crêpe ou Galette fourrée béchamel champignon, cuite"
010401,25623,Tarte au maroilles ou Flamiche au maroilles
010401,25625,Crêpe ou Galette fourrée au poisson et / ou fruits de mer
010401,26256,Ficelle picarde
010401,26267,Tarte épinard chèvre
010401,26268,Tielle sétoise
010401,26270,Pizza au thon
010401,26271,Pizza kebab
010401,26272,Pizza au poulet
010401,26273,Pizza type raclette ou tartiflette
010401,26274,Pizza au speck ou jambon cru
010501,7811,"Focaccia, garnie"
010501,7812,"Fougasse, garnie"
010501,25400,"Croque0monsieur, fait maison"
010501,25403,Hot0dog
010501,25413,"Hamburger, provenant de fast food"
010501,25414,"Cheeseburger, provenant de fast food"
010501,25415,"Double cheeseburger, provenant de fast food"
010501,25416,"Burger au poisson, provenant de fast food"
010501,25428,"Sandwich grec ou Kebab, pita, crudités"
010501,25429,"Sandwich grec ou Kebab, baguette, crudités"
010501,25431,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise"
010501,25434,"Sandwich panini, jambon cru, mozzarella, tomates"
010501,25475,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre"
010501,25476,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise"
010501,25485,"Sandwich baguette, jambon emmental"
010501,25488,"Sandwich baguette, saumon fumé, beurre"
010501,25490,"Sandwich baguette, thon, maïs, crudités"
010501,25502,Burger au poulet
010501,25513,Pan bagnat
010501,25517,"Sandwich baguette, jambon, beurre"
010501,25518,"Sandwich baguette, camembert, beurre"
010501,25519,"Sandwich baguette, pâté, cornichons"
010501,25520,"Sandwich baguette, saucisson, beurre"
010501,25521,"Sandwich baguette, jambon, emmental, beurre"
010501,25522,Sandwich (aliment moyen)
010501,25523,"Toasts ou Canapés salés, garnitures diversess"
010501,25530,"Sandwich baguette, crudités diverses, mayonnaise"
010501,25531,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise"
010501,25532,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise"
010501,25533,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise"
010501,25535,"Sandwich baguette, merguez, ketchup moutarde"
010501,25536,"Sandwich baguette, salami, beurre"
010501,25542,Croque0madame
010501,25543,Sandwich baguette (aliment moyen)
010501,25544,"Sandwich pain de mie, garnitures diverses"
010501,25547,Croque0monsieur
010501,25574,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel"
010501,25575,"Sandwich pain de mie complet, thon, crudités, mayonnaise"
010501,25576,"Sandwich pain de mie complet, jambon, fromage"
010501,25577,"Sandwich pain de mie complet, poulet, crudités, mayonnaise"
010601,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)"
010601,25108,"Samossa ou Samoussa, cuit"
010601,25151,Feuilleté au poisson et / ou fruits de mer
010601,25169,"Spécialité chinoise type bouchée à la vapeur, cuite"
010601,25399,Feuilleté aux escargots
010601,25401,Feuilleté ou Friand au fromage
010601,25402,Feuilleté ou Friand à la viande
010601,25412,"Bouchée à la reine, à la viande/volaille/quenelle"
010601,25418,Croissant au jambon
010601,25419,Rouleau de printemps
010601,25420,Nem ou Pâté impérial
010601,25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit"
010601,25503,"Bouchée à la reine, au poisson et fruits de mer"
010601,25508,Feuilleté ou Friand jambon fromage
010601,25551,"Beignet de viande, volaille ou poisson, fait maison, cru"
010601,25557,"Brick à l'oeuf, fait maison, cuit"
010601,25558,Brick au boeuf
010601,25559,"Brick à la pomme de terre, fait maison, cuit"
010601,25578,Feuilleté salé (aliment moyen)
010601,25580,"Bouchée à la reine, garnie (aliment moyen)"
010601,25582,"Nem ou Pâté impérial, au poulet, cuit"
010601,25583,"Nem ou Pâté impérial, au porc, cuit"
010601,25584,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, cuit"
010601,26266,Croissant au jambon fromage
020101,13004,"Avocat, pulpe, cru"
020101,20004,"Bette ou blette, crue"
020101,20009,"Carotte, crue"
020101,20010,"Champignon, tout type, cru"
020101,20012,"Salade ou chicorée frisée, crue"
020101,20014,"Chou rouge, cru"
020101,20016,"Chou0fleur, cru"
020101,20019,"Concombre, pulpe et peau, cru"
020101,20020,"Courgette, pulpe et peau, crue"
020101,20022,"Cresson de fontaine, cru"
020101,20023,"Céleri branche, cru"
020101,20026,"Endive, crue"
020101,20028,"Fenouil, cru"
020101,20031,"Laitue, crue"
020101,20034,"Oignon, cru"
020101,20038,"Pissenlit, cru"
020101,20039,"Poireau, cru"
020101,20041,"Poivron, vert, jaune ou rouge, cru"
020101,20044,"Potiron, cru"
020101,20045,"Radis rouge, cru"
020101,20047,"Tomate, crue"
020101,20052,"Artichaut, cru"
020101,20053,"Aubergine, crue"
020101,20054,"Cardon, cru"
020101,20055,"Céleri0rave, cru"
020101,20056,"Champignon de Paris ou champignon de couche, cru"
020101,20057,"Brocoli, cru"
020101,20058,"Chou de Bruxelles, cru"
020101,20059,"Épinard, cru"
020101,20061,"Haricot vert, cru"
020101,20064,"Navet, pelé, cru"
020101,20065,"Chou0rave, cru"
020101,20069,"Chou vert, cru"
020101,20070,"Haricot vert, surgelé, cru"
020101,20072,"Petits pois, crus"
020101,20073,"Asperge, pelée, crue"
020101,20082,"Chou0fleur, surgelé, cru"
020101,20083,"Épinard, surgelé, cru"
020101,20084,"Petits pois, surgelés, crus"
020101,20085,"Poivron vert, cru"
020101,20087,"Poivron rouge, cru"
020101,20089,"Radis noir, cru"
020101,20090,"Scarole, crue"
020101,20091,"Betterave rouge, crue"
020101,20097,"Échalote, crue"
020101,20099,"Mâche, crue"
020101,20101,"Légumes, mélange surgelé, crus"
020101,20103,"Champignon, chanterelle ou girolle, crue"
020101,20105,"Champignon, morille, crue"
020101,20106,"Champignon, truffe noire, crue"
020101,20108,"Maïs doux, en épis, surgelé, cru"
020101,20111,"Oseille, crue"
020101,20114,"Champignon, pleurote, crue"
020101,20116,"Chou blanc, cru"
020101,20119,"Tomate verte, crue"
020101,20123,"Batavia, crue"
020101,20126,"Haricot de Lima, cru"
020101,20128,"Courge musquée, pulpe, crue"
020101,20132,"Potimarron, pulpe, cru"
020101,20134,"Courge hokkaïdo, pulpe, crue"
020101,20136,"Courge melonnette, pulpe, crue"
020101,20138,"Courge doubeurre (butternut), pulpe, crue"
020101,20139,"Courge, crue"
020101,20145,"Courge spaghetti, pulpe, crue"
020101,20151,"Piment, cru"
020101,20159,"Champignon, oronge vraie, crue"
020101,20160,"Champignon, cèpe, cru"
020101,20161,"Champignon, rosé des prés, cru"
020101,20162,"Chicorée rouge, crue"
020101,20163,"Chicorée verte, crue"
020101,20166,"Citrouille, pulpe, crue"
020101,20167,"Chou chinois ou pak0choi ou pé0tsai, cru"
020101,20168,"Poivron jaune, cru"
020101,20171,"Laitue romaine, crue"
020101,20172,"Tomate cerise, crue"
020101,20173,"Pois mange0tout ou pois gourmand, cru"
020101,20181,"Panais, cru"
020101,20183,"Haricot mungo germé ou pousse de ""soja"", cru"
020101,20192,"Tomate côtelée ou coeur de boeuf, crue"
020101,20195,"Haricot beurre, cru"
020101,20197,"Salsifis noir, ou scorsonère d'Espagne, cru"
020101,20198,"Bambou, pousse, crue"
020101,20199,"Cresson alénois, cru"
020101,20200,"Laitue iceberg, crue"
020101,20201,"Rutabaga, cru"
020101,20203,"Haricot beurre, surgelé, cru"
020101,20204,"Brocoli, surgelé, cru"
020101,20206,"Chou de Bruxelles, surgelé, cru"
020101,20208,"Carotte, surgelée, crue"
020101,20210,"Concombre, pulpe, cru"
020101,20214,"Petits pois et carottes, surgelés, crus"
020101,20217,"Roquette, crue"
020101,20218,"Chou frisé, cru"
020101,20228,"Champignon de Paris ou champignon de couche, surgelé, cru"
020101,20230,"Courgette, pulpe et peau, surgelée, crue"
020101,20231,"Crosne, surgelé, cru"
020101,20232,"Artichaut, fond, surgelé, cru"
020101,20233,"Maïs doux, surgelé, cru"
020101,20234,"Navet, surgelé, cru"
020101,20235,"Oignon, surgelé, cru"
020101,20236,"Poireau, surgelé, cru"
020101,20237,"Salsifis, surgelé, cru"
020101,20238,"Oignon rouge, cru"
020101,20239,"Oignon jaune, cru"
020101,20263,"Légumes pour potages, surgelés, crus"
020101,20265,"Julienne ou brunoise de légumes, surgelée, crue"
020101,20266,"Légumes pour ratatouille, surgelés"
020101,20267,"Printanière de légumes, surgelée, crue"
020101,20269,"Haricot plat, cru"
020101,20270,"Épinard, jeunes pousses pour salades, cru"
020101,20272,"Mesclun ou salade, mélange de jeunes pousses"
020101,20276,"Tomate ronde, crue"
020101,20279,"Asperge, verte, crue"
020101,20280,"Chou romanesco ou brocoli à pomme, cru"
020101,20282,"Asperge, blanche ou violette, pelée, crue"
020101,20283,"Salicorne (Salicornia sp.), fraîche"
020101,20288,"Salade sucrine, crue"
020101,20295,"Salade feuille de chêne, crue"
020101,20496,"Légumes pour couscous, surgelés, crus"
020101,20584,"Tomate grappe, crue"
020101,25604,"Salade verte, crue, sans assaisonnement"
020101,53100,"Banane plantain, crue"
020102,13177,"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau"
020102,20000,"Artichaut, cuit"
020102,20001,"Asperge, bouillie/cuite à l'eau"
020102,20002,"Aubergine, cuite"
020102,20003,"Betterave rouge, cuite"
020102,20005,"Bette ou blette, cuite"
020102,20006,"Brocoli, cuit"
020102,20007,"Carotte, appertisée, égouttée"
020102,20008,"Carotte, cuite"
020102,20011,"Champignon, tout type, appertisé, égoutté"
020102,20013,"Chou de Bruxelles, cuit"
020102,20015,"Chou vert, cuit"
020102,20017,"Chou0fleur, cuit"
020102,20018,"Coeur de palmier, appertisé, égoutté"
020102,20021,"Courgette, pulpe et peau, cuite"
020102,20024,"Céleri branche, cuit"
020102,20025,"Céleri0rave, cuit"
020102,20027,"Épinard, cuit"
020102,20029,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté"
020102,20030,"Haricot vert, cuit"
020102,20033,"Navet, cuit"
020102,20035,"Oignon, cuit"
020102,20036,"Petits pois, appertisés, égouttés"
020102,20037,"Petits pois, cuits"
020102,20040,"Poireau, cuit"
020102,20043,"Potiron, appertisé, égoutté"
020102,20046,"Salsifis, cuit"
020102,20048,"Tomate, pelée, appertisée, égouttée"
020102,20049,"Maïs doux, en épis, cuit"
020102,20051,"Macédoine de légumes, appertisée, égouttée"
020102,20060,"Épinard, appertisé, égoutté"
020102,20062,"Haricot vert, appertisé, égoutté"
020102,20063,"Haricot beurre, appertisé, égoutté"
020102,20066,"Maïs doux, appertisé, égoutté"
020102,20067,"Artichaut, appertisé, égoutté"
020102,20068,"Tomate, concentré, appertisé"
020102,20071,"Haricot vert, surgelé, cuit"
020102,20074,"Artichaut, cuit à la vapeur sous pression"
020102,20076,"Asperge, appertisée, égouttée"
020102,20077,"Chou de Bruxelles, appertisé, égoutté"
020102,20078,"Céleri branche, appertisé, égoutté"
020102,20079,"Champignon de Paris ou champignon de couche, appertisé, égoutté"
020102,20081,"Salsifis, appertisé, égoutté"
020102,20086,"Poivron vert, cuit"
020102,20088,"Poivron rouge, cuit"
020102,20093,"Petits pois et carottes, appertisés, égouttés"
020102,20094,"Chou0rave, bouilli/cuit à l'eau"
020102,20095,"Chou rouge, bouilli/cuit à l'eau"
020102,20096,"Potiron, cuit"
020102,20102,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau"
020102,20118,"Fenouil, bouilli/cuit à l'eau"
020102,20121,"Épinard, surgelé, cuit"
020102,20122,"Chou0fleur, surgelé, cuit"
020102,20124,"Petits pois, surgelés, cuits"
020102,20125,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse"
020102,20133,"Panais, cuit"
020102,20135,Fondue de poireau
020102,20141,"Courge doubeurre (butternut), pulpe, cuite"
020102,20143,"Courge spaghetti, pulpe, cuite"
020102,20155,"Artichaut, coeur, appertisé, égoutté"
020102,20156,"Artichaut, fond, appertisé, égoutté"
020102,20158,"Tétragone cornue, cuite"
020102,20165,"Rutabaga, cuit"
020102,20169,"Tomate, pulpe, appertisée"
020102,20170,"Tomate, purée, appertisée"
020102,20188,"Bambou, pousses, appertisées, égouttées"
020102,20205,"Brocoli, surgelé, cuit"
020102,20207,"Chou de Bruxelles, surgelé, cuit"
020102,20209,"Carotte, surgelée, cuite"
020102,20212,"Champignon, lentin comestible ou shiitaké, cuit"
020102,20215,"Petits pois et carottes, surgelés, cuits"
020102,20216,"Pois mange0tout ou pois gourmand, bouilli/cuit à l'eau"
020102,20219,"Chou frisé, cuit"
020102,20221,"Chou chinois (pak0choi ou pé0tsai), cuit"
020102,20241,"Cardon, cuit"
020102,20242,"Tomate, pulpe et peau, bouillie/cuite à l'eau"
020102,20243,"Pois mange0tout ou pois gourmands, cuits"
020102,20255,"Échalote, cuite"
020102,20257,"Haricots verts, purée"
020102,20258,"Légumes (304 sortes en mélange), purée"
020102,20259,"Brocoli, purée"
020102,20260,"Tomate, coulis, appertisé (purée de tomates mi0réduite à 11%)"
020102,20261,"Carotte, purée"
020102,20264,"Courgette, purée"
020102,20268,"Tomate, double concentré, appertisé"
020102,20271,"Macédoine de légumes, surgelée, pré0cuite (à recuire)"
020102,20275,"Poivron rouge, appertisé, égoutté"
020102,20277,"Asperge blanche, bouillie/cuite à l'eau"
020102,20278,"Céleri0rave, purée"
020102,20284,"Petits pois, purée"
020102,20285,"Épinard, purée"
020102,20289,"Tomate, pulpe et peau, rôtie/cuite au four"
020102,20290,"Chou romanesco ou brocoli à pomme, cuit"
020102,20291,"Potimarron, pulpe, cuit à l'étouffée"
020102,20292,"Courge musquée, pulpe, cuite"
020102,20298,"Carotte, purée cuisinée à la crème"
020102,20299,"Asperge verte, bouillie/cuite à l'eau"
020102,20300,"Aubergine, pulpe et peau, rôtie/cuite au four"
020102,20301,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau"
020102,20302,"Brocoli, bouilli/cuit à l'eau, croquant"
020102,20303,"Brocoli, bouilli/cuit à l'eau, fondant"
020102,20304,"Brocoli, cuit à la vapeur"
020102,20305,"Carotte, bouillie/cuite à l'eau, croquante"
020102,20306,"Carotte, bouillie/cuite à l'eau, fondante"
020102,20307,"Carotte, cuite à la vapeur"
020102,20308,"Chou blanc, bouilli/cuit à l'eau"
020102,20309,"Chou de Bruxelles, bouilli/cuit à l'eau"
020102,20310,"Chou rouge, cuit à l'étouffée"
020102,20311,"Chou vert, bouilli/cuit à l'eau"
020102,20312,"Chou0fleur, cuit à la vapeur"
020102,20313,"Courgette, pulpe et peau, rôtie/cuite au four"
020102,20314,"Céleri branche, cuit à l'étouffée"
020102,20315,"Céleri rave, bouilli/cuit à l'eau"
020102,20316,"Endive, rôtie/cuite au four"
020102,20317,"Fenouil, cuit à l'étouffée"
020102,20318,"Haricot beurre, bouilli/cuit à l'eau"
020102,20320,"Haricot vert, bouilli/cuit à l'eau"
020102,20321,"Navet, bouilli/cuit à l'eau"
020102,20322,"Oignon blanc ou jaune, sauté/poêlé sans matière grasse"
020102,20323,"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse"
020102,20324,"Oignon rouge, sauté/poêlé sans matière grasse"
020102,20325,"Panais, cuit à l'étouffée"
